名稱,高度,等,TWD97緯度,TWD97經度,所在地
磁瑤,123.10 ,Ⅳ,24.33723697 ,120.64633986 ,大甲
六分,146.67 ,Ⅳ,24.33425386 ,120.66050889 ,外埔
月眉,248.77 ,Ⅳ,24.33231983 ,120.70919278 ,后里
三崁頭,175.00 ,Ⅳ,24.32127900 ,120.65509200 ,外埔
四坎尾,159.37 ,Ⅳ,24.31670422 ,120.63702783 ,外埔
月眉山,218.53 ,Ⅳ,24.31646439 ,120.67365792 ,后里
後里庄,216.90 ,Ⅳ,24.31347108 ,120.71197753 ,后里
四塊厝,191.55 ,Ⅳ,24.30865253 ,120.68546186 ,后里
公館庄,300.97 ,Ⅳ,24.30797581 ,120.73767903 ,后里
枋壁頂山,446.71 ,Ⅳ,24.30163036 ,120.75523600 ,后里
十三張犁,195.40 ,Ⅳ,24.30513978 ,120.69693228 ,后里
土地公崎,181.62 ,Ⅳ,24.30395167 ,120.61915353 ,清水
番婆墓,219.64 ,Ⅳ,24.29757206 ,120.72032844 ,后里
崁頂,168.60 ,Ⅳ,24.29906031 ,120.66764167 ,后里
三針角,172.17 ,Ⅳ,24.29459508 ,120.64331719 ,神岡
墩子腳,196.30 ,Ⅳ,24.28929872 ,120.70833553 ,后里
大湳,228.25 ,Ⅳ,24.28275164 ,120.72589619 ,豐原
翁子,232.69 ,Ⅳ,24.26312869 ,120.73314331 ,豐原
上南坑山,395.55 ,Ⅳ,24.25947442 ,120.75001781 ,豐原
鵝鑾鼻,65.26 ,Ⅳ,21.90327906 ,120.85385667 ,恆春
大湳庄,207.88 ,Ⅳ,24.26620844 ,120.71698189 ,大雅
後寮,184.61 ,Ⅳ,24.26554356 ,120.69951803 ,大雅
大社,198.48 ,Ⅳ,24.24854036 ,120.70267322 ,豐原
社口,178.39 ,Ⅳ,24.24530747 ,120.68633425 ,神岡
大埔厝,180.26 ,Ⅳ,24.23257564 ,120.69343111 ,豐原
溝子墘,187.61 ,Ⅳ,24.23214622 ,120.70647569 ,豐原
烏牛欄墘,201.32 ,Ⅳ,24.23481917 ,120.72106225 ,豐原
下南坑,226.78 ,Ⅳ,24.24922608 ,120.73072089 ,豐原
豐原觀音山,481.82 ,Ⅳ,24.24348367 ,120.74800861 ,豐原
潭子,175.33 ,Ⅳ,24.21829947 ,120.70638172 ,潭子
聚興,204.57 ,Ⅳ,24.21007047 ,120.72442039 ,潭子
舊社,148.16 ,Ⅳ,24.18860672 ,120.71501017 ,北屯 潭子
平山,358.95 ,Ⅳ,24.19497069 ,120.73213986 ,北屯 潭子
陽厝,199.64 ,Ⅳ,24.28136244 ,120.62087742 ,大雅
十塊,200.21 ,Ⅳ,24.26365058 ,120.63116831 ,大雅
公館機場,208.52 ,Ⅳ,24.25872008 ,120.61816272 ,神岡
埧雅,132.69 ,Ⅳ,24.22198072 ,120.64445622 ,大雅
下員林,144.01 ,Ⅳ,24.22875589 ,120.65571783 ,大雅
港尾子,124.46 ,Ⅳ,24.20566331 ,120.65618781 ,大雅
花眉,152.41 ,Ⅳ,24.22252264 ,120.67354694 ,大雅
八張犁,108.20 ,Ⅳ,24.19939644 ,120.63758750 ,西屯
新庄子庄,179.75 ,Ⅳ,24.28713017 ,120.64787653 ,神岡
林厝,149.54 ,Ⅳ,24.20592894 ,120.61829819 ,西屯
六張犁,164.90 ,Ⅳ,24.23849475 ,120.63725203 ,大雅
公館庄,192.42 ,Ⅳ,24.24573292 ,120.62709047 ,大雅
山皮,185.60 ,Ⅳ,24.25428608 ,120.63861733 ,神岡
圳堵庄,174.93 ,Ⅳ,24.27296956 ,120.67046803 ,神岡
新岡,174.02 ,Ⅳ,24.26186669 ,120.65961361 ,神岡
北庄,169.26 ,Ⅳ,24.25091539 ,120.66995203 ,神岡
楓樹腳,162.25 ,Ⅳ,24.23671416 ,120.67386467 ,神岡
東員寶,153.63 ,Ⅳ,24.20965567 ,120.68967769 ,潭子
西員寶,141.05 ,Ⅳ,24.21034553 ,120.67290217 ,大雅
七張犁,125.46 ,Ⅳ,24.19472200 ,120.66974925 ,北屯
四張犁,137.90 ,Ⅳ,24.19775317 ,120.68370847 ,北屯
大胡山,451.17 ,Ⅳ,24.21106831 ,120.74794347 ,潭子
舊庄,178.53 ,Ⅳ,24.29060936 ,120.63378222 ,清水
旱溪,91.62 ,Ⅳ,24.14711792 ,120.69796717 ,台中東區
三十張犁,110.68 ,Ⅳ,24.16372283 ,120.70062128 ,北屯
旱溪,74.89 ,Ⅳ,24.13082364 ,120.70435836 ,台中東區
大平,89.11 ,Ⅳ,24.13265025 ,120.72033611 ,太平
南大平,76.79 ,Ⅳ,24.11779575 ,120.71850703 ,太平
鳥竹圍,61.46 ,Ⅳ,24.12046172 ,120.69046328 ,大里
番子寮,52.51 ,Ⅳ,24.10066417 ,120.69657211 ,大里
下橋,48.03 ,Ⅳ,24.11124139 ,120.67743189 ,大里
下橋子,48.88 ,Ⅳ,24.11590097 ,120.66894517 ,台中南區
蘆竹湳,36.74 ,Ⅳ,24.10545950 ,120.65669169 ,烏日
草湖,44.84 ,Ⅳ,24.08849431 ,120.68794319 ,大里
十甲子,92.19 ,Ⅳ,24.14470242 ,120.71560600 ,太平
番子路,111.57 ,Ⅳ,24.15989200 ,120.71609911 ,北屯
湖日,24.92 ,Ⅳ,24.10430689 ,120.61035078 ,烏日
阿密哩,27.95 ,Ⅳ,24.10113606 ,120.63376017 ,烏日
頂勞胥,28.70 ,Ⅳ,24.11014400 ,120.61264483 ,烏日
抄封田,32.15 ,Ⅳ,24.11105986 ,120.62540358 ,烏日
溪心埧,31.40 ,Ⅳ,24.08549397 ,120.64567389 ,烏日
下七張犁,75.84 ,Ⅳ,24.16930214 ,120.62492653 ,西屯
湳子,87.06 ,Ⅳ,24.17093589 ,120.64456467 ,西屯
何厝,76.15 ,Ⅳ,24.15723958 ,120.64472439 ,西屯
五權民生,77.20 ,Ⅳ,24.14409775 ,120.66984022 ,台中西區
半邊厝,56.47 ,Ⅳ,24.12426133 ,120.65440461 ,台中南區
北下橋,62.07 ,Ⅳ,24.12966194 ,120.66918650 ,台中南區
番社腳,46.98 ,Ⅳ,24.13362081 ,120.61521622 ,南屯
新庄子,53.27 ,Ⅳ,24.13924714 ,120.62707514 ,南屯
水堀頭,90.03 ,Ⅳ,24.18195681 ,120.63512856 ,西屯
九張犁,38.07 ,Ⅳ,24.11404350 ,120.63928289 ,烏日
舊社,132.66 ,Ⅳ,24.17848306 ,120.71152597 ,北屯
豬槽山,210.00 ,Ⅳ,24.12680778 ,120.74109822 ,太平
番子路山,225.98 ,Ⅳ,24.11437781 ,120.74189058 ,太平
上石牌,109.76 ,Ⅳ,24.18801647 ,120.65761347 ,西屯
四張犁,120.03 ,Ⅳ,24.18402675 ,120.67538436 ,北屯
三分埔,128.82 ,Ⅳ,24.18189283 ,120.69066258 ,北屯
牛哺子,36.96 ,Ⅳ,24.12218283 ,120.62263739 ,南屯
新庄,59.31 ,Ⅳ,24.14942644 ,120.62284544 ,南屯
田心子,67.16 ,Ⅳ,24.14226856 ,120.65008947 ,南屯
大河,99.82 ,Ⅳ,24.17219814 ,120.65850503 ,西屯
軍功寮山,260.28 ,Ⅳ,24.18178292 ,120.73091253 ,北屯
平林山,226.15 ,Ⅳ,24.15129978 ,120.74159047 ,太平
乾溝子,90.41 ,Ⅳ,24.15558050 ,120.67225186 ,台中北區
平林,116.98 ,Ⅳ,24.15276769 ,120.72945264 ,太平
御子山,166.53 ,Ⅳ,24.13805297 ,120.73526908 ,太平
大苦嶺腳,65.39 ,Ⅳ,24.08975281 ,120.70048608 ,大里
頂塗城,136.64 ,Ⅳ,24.08455172 ,120.72570003 ,大里
錦華,96.46 ,Ⅳ,24.15549392 ,120.68943297 ,台中北區
下腳庄,13.05 ,Ⅳ,24.37117256 ,120.59880561 ,台中大安
埔頭,14.54 ,Ⅳ,24.35711592 ,120.59070867 ,台中大安
南莊,8.48 ,Ⅳ,24.35070469 ,120.57121350 ,台中大安
南埔,11.52 ,Ⅳ,24.33506136 ,120.56668589 ,台中大安
東勢尾,37.33 ,Ⅳ,24.32781658 ,120.58842800 ,台中大安
魚寮,6.50 ,Ⅳ,24.31212783 ,120.55210183 ,清水
溪頭,43.37 ,Ⅳ,24.31131694 ,120.58880756 ,清水
蔡厝,18.22 ,Ⅳ,24.30061736 ,120.57184775 ,清水
三甲三,27.51 ,Ⅳ,24.29402203 ,120.58511267 ,清水
土風南,8.66 ,Ⅳ,24.28483986 ,120.57011383 ,清水
橋頭寮,205.80 ,Ⅳ,24.27295142 ,120.59805367 ,清水
大糠榔,7.90 ,Ⅳ,24.27080053 ,120.53210458 ,清水
社口尾,6.39 ,Ⅳ,24.26799653 ,120.56095333 ,清水
牛罵頭山,65.51 ,Ⅳ,24.26679878 ,120.58248186 ,清水
西勢寮,190.82 ,Ⅳ,24.25889017 ,120.59614703 ,沙鹿
陳厝,3.12 ,Ⅳ,24.25276294 ,120.55686217 ,清水
草湳,3.00 ,Ⅳ,24.23603039 ,120.52434328 ,梧棲
頂田中央,3.05 ,Ⅳ,24.23666497 ,120.54746519 ,沙鹿
竹林,70.28 ,Ⅳ,24.23627094 ,120.57851811 ,沙鹿
蔴園,218.43 ,Ⅳ,24.24126736 ,120.59747247 ,沙鹿
沙轆,55.92 ,Ⅳ,24.23092392 ,120.56425442 ,沙鹿
晉江寮,83.70 ,Ⅳ,24.22250342 ,120.57972828 ,沙鹿
鴨母寮頂庄,3.71 ,Ⅳ,24.22477872 ,120.54075878 ,梧棲
南勢坑,43.19 ,Ⅳ,24.21734339 ,120.55841914 ,沙鹿
台中都會公園,295.81 ,Ⅳ,24.20999450 ,120.59471761 ,西屯 沙鹿
埔子,83.58 ,Ⅳ,24.20308817 ,120.57181997 ,沙鹿
山腳,3.68 ,Ⅳ,24.20694675 ,120.53451056 ,龍井
海厝,5.33 ,Ⅳ,24.20541111 ,120.51819706 ,龍井
水裡港,6.22 ,Ⅳ,24.19573089 ,120.49667608 ,伸港
下田中央,3.56 ,Ⅳ,24.19182869 ,120.53526644 ,龍井
新庄,261.93 ,Ⅳ,24.19540972 ,120.58932828 ,西屯
龜舌子山,317.40 ,Ⅳ,24.12063453 ,120.76102039 ,太平
廍子坑山,352.42 ,Ⅳ,24.16429569 ,120.77016225 ,北屯
仙糖坪,485.25 ,Ⅳ,24.25036906 ,120.79539214 ,石岡
七分,586.11 ,Ⅳ,24.23899661 ,120.78501456 ,新社
食水溪山,611.82 ,Ⅳ,24.22597778 ,120.77469339 ,新社
吾厝,356.45 ,Ⅳ,24.25411131 ,120.83574067 ,台中東勢
中嵙山,534.27 ,Ⅳ,24.24916800 ,120.85622086 ,台中東勢
十分,521.13 ,Ⅳ,24.25480306 ,120.78627031 ,新社
烏角坑山,463.73 ,Ⅳ,24.23917978 ,120.76235931 ,新社
下城,392.63 ,Ⅳ,24.22304147 ,120.83368892 ,台中東勢
頭庄山,649.14 ,Ⅳ,24.21748889 ,120.84912753 ,台中東勢
新社西,419.82 ,Ⅳ,24.24017928 ,120.80612044 ,新社
馬力埔,465.90 ,Ⅳ,24.22271317 ,120.79059461 ,新社
涯大坑,579.96 ,Ⅳ,24.21074600 ,120.78177103 ,新社
頭坑,498.04 ,Ⅳ,24.20675047 ,120.80208472 ,新社
長崎頂,520.93 ,Ⅳ,24.20926336 ,120.81637114 ,新社
永居湖,443.75 ,Ⅳ,24.24117947 ,120.81841822 ,新社
下山溪,496.60 ,Ⅳ,24.19527008 ,120.82319169 ,新社
谷大坑山,370.60 ,Ⅳ,24.19403239 ,120.77397108 ,北屯
北坑巷,409.83 ,Ⅳ,24.17066683 ,120.77960150 ,北屯
新社,441.56 ,Ⅳ,24.25085717 ,120.81337564 ,新社
石嘴,396.63 ,Ⅳ,24.20696764 ,120.83598083 ,台中東勢
新庄,245.12 ,Ⅳ,24.18899428 ,120.59336544 ,龍井
南寮,100.04 ,Ⅳ,24.18786908 ,120.55600411 ,龍井
頂王爺,5.26 ,Ⅳ,24.08646472 ,120.46097531 ,鹿港
西勢子,11.44 ,Ⅳ,24.08491053 ,120.53143822 ,和美
定興,5.12 ,Ⅳ,24.17405367 ,120.50598558 ,伸港
茄投,5.10 ,Ⅳ,24.17424036 ,120.52637064 ,大肚
七星塚,29.78 ,Ⅳ,24.17081506 ,120.54522489 ,大肚
犁分,228.76 ,Ⅳ,24.17157608 ,120.58651075 ,西屯
六塊,4.39 ,Ⅳ,24.15939778 ,120.49512292 ,和美
什股,3.54 ,Ⅳ,24.15570150 ,120.46592267 ,伸港
湖子內,16.75 ,Ⅳ,24.15541900 ,120.51438425 ,和美
汴子頭,7.91 ,Ⅳ,24.15698239 ,120.53108319 ,大肚
大尖山,134.08 ,Ⅳ,24.15997025 ,120.55387219 ,大肚
乞食崙,215.94 ,Ⅳ,24.15832992 ,120.58492069 ,南屯
頂見口,7.95 ,Ⅳ,24.13843019 ,120.46316083 ,線西
十八張,17.68 ,Ⅳ,24.14244081 ,120.50009875 ,伸港
大肚崙,9.23 ,Ⅳ,24.14439192 ,120.53889336 ,大肚
白芒子山,94.46 ,Ⅳ,24.14231617 ,120.55634044 ,大肚
溫角,2.89 ,Ⅳ,24.12997553 ,120.44845322 ,線西
十五張犁崙,7.94 ,Ⅳ,24.12807033 ,120.48315533 ,和美
前寮崙,12.97 ,Ⅳ,24.12601328 ,120.50859819 ,和美
溪洲,10.44 ,Ⅳ,24.12951158 ,120.54483617 ,大肚
三補公山,101.96 ,Ⅳ,24.13172869 ,120.56609525 ,大肚
溝內,5.55 ,Ⅳ,24.11898389 ,120.46714900 ,線西
和美線,11.72 ,Ⅳ,24.11867750 ,120.49237389 ,和美
竹子腳,16.44 ,Ⅳ,24.12160464 ,120.52753025 ,和美
王田,27.16 ,Ⅳ,24.11776881 ,120.57751914 ,大肚
四張犁,10.20 ,Ⅳ,24.11116361 ,120.47967064 ,和美 線西
竹圍子,17.65 ,Ⅳ,24.10859286 ,120.53878819 ,和美
竹山,90.84 ,Ⅳ,24.11646158 ,120.59660797 ,烏日
洋厝,2.92 ,Ⅳ,24.09881931 ,120.44367164 ,鹿港
田甲尾,4.86 ,Ⅳ,24.10120578 ,120.46384611 ,鹿港
番子溝,9.64 ,Ⅳ,24.10099647 ,120.49329925 ,和美
打鐵山,11.27 ,Ⅳ,24.10099008 ,120.52271728 ,和美
倒廓,19.17 ,Ⅳ,24.10324719 ,120.56517806 ,彰化
三村莊,18.80 ,Ⅳ,24.10238067 ,120.58408053 ,彰化
下田尾,7.86 ,Ⅳ,24.08111758 ,120.49361344 ,和美
大下頂,8.66 ,Ⅳ,24.09497564 ,120.50818553 ,和美
下廓,14.56 ,Ⅳ,24.09324064 ,120.54569239 ,和美
山寮子,24.06 ,Ⅳ,24.09258464 ,120.59659839 ,彰化
山子腳,23.87 ,Ⅳ,24.08780664 ,120.57291586 ,彰化
西壁坑,329.10 ,Ⅳ,24.30780375 ,120.80704822 ,台中東勢
公籠頂,459.49 ,Ⅳ,24.27134458 ,120.83405461 ,台中東勢
校力埔,323.04 ,Ⅳ,24.28061822 ,120.81201514 ,台中東勢
新九房厝,294.16 ,Ⅳ,24.27573025 ,120.78771164 ,石岡
大籠山,380.86 ,Ⅳ,24.29326733 ,120.78219672 ,台中東勢
卓蘭南,337.78 ,Ⅳ,24.30843550 ,120.82541772 ,卓蘭
埔尾,312.17 ,Ⅳ,24.32084108 ,120.81475536 ,卓蘭
後壁山,379.99 ,Ⅳ,24.30849964 ,120.78645978 ,台中東勢
校粟東山,405.15 ,Ⅳ,24.34894417 ,120.83486442 ,大湖
三十二分山,554.03 ,Ⅳ,24.35707767 ,120.79589414 ,大湖 三義
伯公龍,416.43 ,Ⅳ,24.40314739 ,120.78848567 ,三義
十六分,389.92 ,Ⅳ,24.39589056 ,120.76512239 ,三義
大忿山,419.82 ,Ⅳ,24.30559447 ,120.84055539 ,卓蘭
枕頭山,400.66 ,Ⅳ,24.33428050 ,120.76608406 ,三義
內雙坑山,413.56 ,Ⅳ,24.36836289 ,120.78744844 ,三義
八分山,446.98 ,Ⅳ,24.36874622 ,120.84345406 ,大湖
藤菜坑山,464.16 ,Ⅳ,24.39381103 ,120.78212219 ,三義
楓樹龍,501.06 ,Ⅳ,24.36714603 ,120.76954150 ,三義
茄苳坑,337.74 ,Ⅳ,24.44036333 ,120.80145347 ,銅鑼
菜壽凸,847.04 ,Ⅳ,24.39497586 ,120.82517408 ,銅鑼 三義 大湖
黃麻園山,653.35 ,Ⅳ,24.41422631 ,120.83289942 ,銅鑼 大湖
大坪凸,377.01 ,Ⅳ,24.40772383 ,120.80111861 ,三義
四方凸,328.91 ,Ⅳ,24.43967547 ,120.82162353 ,銅鑼
模麟坑,286.56 ,Ⅳ,24.42511675 ,120.80339972 ,銅鑼
竹圍山,406.61 ,Ⅳ,24.43144736 ,120.76590517 ,三義
大椼茂,448.98 ,Ⅳ,24.41626139 ,120.76012517 ,三義
百二分凸山,600.20 ,Ⅳ,24.38924844 ,120.80056497 ,三義
頂埔山,545.89 ,Ⅳ,24.28906186 ,120.82717900 ,台中東勢
大樹山,489.15 ,Ⅳ,24.30688878 ,120.77117631 ,台中東勢
大坪,476.60 ,Ⅳ,24.33608194 ,120.80173242 ,卓蘭
碑頭山,383.26 ,Ⅳ,24.28653969 ,120.76848244 ,台中東勢
公羅,487.81 ,Ⅳ,24.26695656 ,120.76613767 ,新社
土牛,325.09 ,Ⅳ,24.26257358 ,120.81533458 ,石岡
壢底寮山,368.64 ,Ⅳ,24.39405728 ,120.86326283 ,大湖
南后里頂,233.62 ,Ⅳ,24.31206067 ,120.72321389 ,后里
北后里庄,242.04 ,Ⅳ,24.32400861 ,120.72636497 ,后里
二林街,13.62 ,Ⅳ,23.90685667 ,120.36554772 ,二林
芳苑工業區,11.04 ,Ⅳ,23.91053314 ,120.34379236 ,二林
路上厝,11.10 ,Ⅳ,23.89263047 ,120.34512158 ,芳苑
竹圍子,11.86 ,Ⅳ,23.88391397 ,120.35666186 ,二林
湳子,6.13 ,Ⅳ,23.91502003 ,120.31656875 ,芳苑
新街,5.47 ,Ⅳ,23.89992497 ,120.31038758 ,芳苑
新厝,12.53 ,Ⅳ,23.88900653 ,120.32093428 ,大城
廣東厝,12.82 ,Ⅳ,23.86585881 ,120.34854172 ,大城
安東寮,11.52 ,Ⅳ,23.85458436 ,120.33477217 ,大城
尤厝,14.14 ,Ⅳ,23.84097586 ,120.35133239 ,大城
頂山腳,12.13 ,Ⅳ,23.83653094 ,120.33444339 ,大城
外五間寮,6.92 ,Ⅳ,23.87864492 ,120.30452189 ,大城
吳厝寮,11.28 ,Ⅳ,23.85630617 ,120.31265883 ,大城
下海乾厝,5.98 ,Ⅳ,23.85297847 ,120.27806247 ,大城
王厝寮,10.86 ,Ⅳ,23.84399031 ,120.29976836 ,大城
頂海乾厝,5.78 ,Ⅳ,23.83634706 ,120.28552125 ,大城
中佃寮,21.25 ,Ⅳ,23.80930722 ,120.32056461 ,麥寮
草湖,12.33 ,Ⅳ,23.79811819 ,120.33153486 ,麥寮
下竹圍,18.02 ,Ⅳ,23.78050269 ,120.32653817 ,麥寮
無人,9.63 ,Ⅳ,23.77825428 ,120.30546431 ,麥寮
雷厝,18.77 ,Ⅳ,23.80675008 ,120.29578722 ,麥寮
施厝寮,7.71 ,Ⅳ,23.78519722 ,120.29064447 ,麥寮
許厝寮,9.23 ,Ⅳ,23.81151183 ,120.25625381 ,麥寮
橋頭,13.92 ,Ⅳ,23.79344339 ,120.27255128 ,麥寮
二林,14.35 ,Ⅳ,23.88435100 ,120.37440858 ,二林
後厝子庄,18.22 ,Ⅳ,23.90456700 ,120.38230561 ,二林
犁頭厝,19.49 ,Ⅳ,23.89050581 ,120.39537225 ,二林
牛稠子,18.53 ,Ⅳ,23.89080736 ,120.41116592 ,竹塘
過溝子,21.27 ,Ⅳ,23.88092611 ,120.43365542 ,二林
下崙子,22.18 ,Ⅳ,23.85890853 ,120.39450258 ,竹塘
田頭,38.16 ,Ⅳ,23.81840564 ,120.41917056 ,二崙
油車,25.40 ,Ⅳ,23.80148394 ,120.38693100 ,二崙
頂街仔,20.90 ,Ⅳ,23.78727506 ,120.35546153 ,二崙
溝墘子,28.08 ,Ⅳ,23.79882619 ,120.42474761 ,二崙
永定厝,26.01 ,Ⅳ,23.79684069 ,120.41302811 ,二崙
莿子園,21.55 ,Ⅳ,23.77721775 ,120.40268131 ,二崙
八角亭,15.66 ,Ⅳ,23.77683317 ,120.37546517 ,二崙
丈八斗,15.91 ,Ⅳ,23.90300725 ,120.40954208 ,二林
坪子頭,18.91 ,Ⅳ,23.81850250 ,120.36184808 ,二崙
荷苞子,21.79 ,Ⅳ,23.81558767 ,120.38155117 ,二崙
三塊厝,18.30 ,Ⅳ,23.85087928 ,120.38927597 ,二林
蕃子寮,21.58 ,Ⅳ,23.83773189 ,120.41088328 ,竹塘
蕃子寮,23.65 ,Ⅳ,23.83118278 ,120.43178042 ,竹塘
頂崙子,22.59 ,Ⅳ,23.84992742 ,120.40627253 ,竹塘
內新厝,16.18 ,Ⅳ,23.84223175 ,120.38015911 ,竹塘
內蘆竹塘,19.47 ,Ⅳ,23.85991033 ,120.42281219 ,竹塘
火燒厝,17.08 ,Ⅳ,23.87600653 ,120.36446903 ,二林
番社,17.54 ,Ⅳ,23.78994614 ,120.37802794 ,二崙
角樹腳,14.25 ,Ⅳ,23.98604931 ,120.47172925 ,埔鹽
新庄子,13.92 ,Ⅳ,23.96944561 ,120.46196583 ,埔鹽
澎湖,14.74 ,Ⅳ,23.95902025 ,120.45466903 ,溪湖
周厝崙,20.55 ,Ⅳ,23.91242639 ,120.46978678 ,埤頭
田中央,20.30 ,Ⅳ,23.91824019 ,120.48632942 ,田尾
西勢厝,21.53 ,Ⅳ,23.92992664 ,120.47958058 ,溪湖
番婆,16.65 ,Ⅳ,23.94497486 ,120.47627767 ,溪湖
阿媽厝,18.86 ,Ⅳ,23.94455111 ,120.48604681 ,溪湖
湳左堡,21.56 ,Ⅳ,23.93964958 ,120.50202583 ,溪湖
山寮,17.25 ,Ⅳ,23.96416872 ,120.50692875 ,溪湖
廈園,17.75 ,Ⅳ,23.97303917 ,120.48876408 ,埔鹽
竹圍子,10.93 ,Ⅳ,23.97851875 ,120.50697403 ,埔鹽
港後,20.22 ,Ⅳ,23.97863567 ,120.52737239 ,大村
二抱竹,22.18 ,Ⅳ,23.97270256 ,120.54232853 ,埔心
大埔心,19.28 ,Ⅳ,23.95953239 ,120.53290986 ,埔心
舊館,22.58 ,Ⅳ,23.94604706 ,120.52620756 ,埔心
關帝廳,26.84 ,Ⅳ,23.93111647 ,120.54221639 ,永靖
湳墘,29.71 ,Ⅳ,23.92995781 ,120.53272897 ,永靖
福興,25.08 ,Ⅳ,23.92168072 ,120.52065706 ,永靖
三十張犁,25.14 ,Ⅳ,23.91051703 ,120.50672853 ,田尾
東勢子,20.34 ,Ⅳ,23.91445739 ,120.46296881 ,埤頭
打簾,30.90 ,Ⅳ,23.89694367 ,120.52770300 ,田尾
南路厝,37.31 ,Ⅳ,23.88719406 ,120.55499367 ,田尾
社頭,36.54 ,Ⅳ,23.89631742 ,120.58951800 ,社頭
新厝,34.63 ,Ⅳ,23.89520269 ,120.56575519 ,田尾
鎮平,30.04 ,Ⅳ,23.90658875 ,120.55083372 ,田尾
三圳,29.66 ,Ⅳ,23.91854206 ,120.56050978 ,永靖
譽厝厝,29.83 ,Ⅳ,23.93406828 ,120.57114658 ,永靖
溝皂,25.36 ,Ⅳ,23.94786808 ,120.56646553 ,員林
三條,26.45 ,Ⅳ,23.95441733 ,120.58016922 ,員林
南平,26.53 ,Ⅳ,23.95883269 ,120.55728642 ,埔心
擺塘,21.13 ,Ⅳ,23.97901069 ,120.55470697 ,大村
管嶼厝,10.25 ,Ⅳ,24.03255194 ,120.41499614 ,福興
下粘厝,9.05 ,Ⅳ,24.03027847 ,120.40353678 ,福興
麥子厝,6.59 ,Ⅳ,24.00890725 ,120.40605378 ,福興
洪堀寮,9.81 ,Ⅳ,24.01696100 ,120.42831992 ,福興
莊厝,6.23 ,Ⅳ,24.03199831 ,120.43598528 ,福興
粿店巷,7.46 ,Ⅳ,24.03605344 ,120.45102519 ,福興
牛南厝庄,8.52 ,Ⅳ,23.99781322 ,120.42941425 ,埔鹽
鹿港鹽田,4.18 ,Ⅳ,24.07092572 ,120.42412325 ,鹿港
天後甫,9.94 ,Ⅳ,24.06564919 ,120.44184922 ,鹿港
平和路,5.11 ,Ⅳ,24.05321053 ,120.44778769 ,鹿港
十戶,10.85 ,Ⅳ,23.98735042 ,120.37666889 ,芳苑
八甲湖,17.70 ,Ⅳ,23.96788033 ,120.38875033 ,芳苑
崙腳,17.68 ,Ⅳ,23.97107397 ,120.36326511 ,芳苑
王功,5.67 ,Ⅳ,23.96886883 ,120.34305258 ,芳苑
王功東,7.87 ,Ⅳ,23.95717494 ,120.35524719 ,芳苑
東口,16.23 ,Ⅳ,23.94012844 ,120.37033631 ,芳苑
寮湖,10.89 ,Ⅳ,23.94132494 ,120.35214142 ,芳苑
埤腳,11.51 ,Ⅳ,23.94154942 ,120.33282028 ,芳苑
五宮寮庄,10.08 ,Ⅳ,23.92710983 ,120.32982117 ,芳苑
四戶子,11.84 ,Ⅳ,23.92249733 ,120.37083294 ,二林
頂後厝,12.84 ,Ⅳ,23.94664722 ,120.38955414 ,二林
安殿巷,12.93 ,Ⅳ,23.93765964 ,120.40396189 ,二林
竹寮,10.82 ,Ⅳ,23.96130897 ,120.40533917 ,二林
相思寮,14.33 ,Ⅳ,23.93893081 ,120.41668258 ,二林
梪子,17.50 ,Ⅳ,23.91947953 ,120.43662133 ,二林
控子,16.41 ,Ⅳ,23.95189506 ,120.43931100 ,二林
西庄子,12.71 ,Ⅳ,23.96564703 ,120.43469111 ,二林
西庄子,10.04 ,Ⅳ,23.97494814 ,120.41928383 ,二林
下牛南厝庄,8.05 ,Ⅳ,23.99563433 ,120.44126769 ,埔鹽
半路厝,8.86 ,Ⅳ,24.05033967 ,120.46430328 ,鹿港
下水子,18.54 ,Ⅳ,23.92785675 ,120.41555186 ,二林
西門口,11.32 ,Ⅳ,24.07244572 ,120.53311250 ,彰化
西廖,8.05 ,Ⅳ,24.07795092 ,120.46484075 ,鹿港
後坑,10.18 ,Ⅳ,24.06722250 ,120.51745194 ,彰化
後湳莊,8.32 ,Ⅳ,24.07057622 ,120.48083411 ,秀水
湳尾,11.29 ,Ⅳ,24.06072431 ,120.52767097 ,彰化
崎溝,8.44 ,Ⅳ,24.05003889 ,120.47645444 ,鹿港
秀水,11.72 ,Ⅳ,24.03803208 ,120.50707264 ,秀水
秀水,12.68 ,Ⅳ,24.03434272 ,120.51674392 ,秀水
口庄,12.61 ,Ⅳ,24.03468333 ,120.53368633 ,花壇
中厝宅,83.10 ,Ⅳ,24.03939611 ,120.55430011 ,花壇
坑子內山,154.07 ,Ⅳ,24.06029625 ,120.56534583 ,彰化
轆砂坑,123.94 ,Ⅳ,24.07196161 ,120.57393069 ,彰化
茄苳腳,16.73 ,Ⅳ,24.01977461 ,120.54128619 ,花壇
新溝,18.39 ,Ⅳ,24.01661747 ,120.49345586 ,福興
外中,13.97 ,Ⅳ,24.01423078 ,120.46535394 ,福興
下崙,17.55 ,Ⅳ,24.00766900 ,120.50646508 ,秀水
中庄,16.90 ,Ⅳ,24.00810733 ,120.55208789 ,大村
太庄,14.55 ,Ⅳ,24.00473283 ,120.53514075 ,大村
三家春,28.49 ,Ⅳ,24.01084853 ,120.57068953 ,花壇
犁頭厝,21.74 ,Ⅳ,23.99360844 ,120.57653494 ,大村
過溝,19.64 ,Ⅳ,23.99802342 ,120.56155731 ,大村
