名稱,高度,等,TWD97緯度,TWD97經度,所在地
十九號橋,14.00 ,,25.28472931 ,121.52718908 ,石門
老梅,18.00 ,,25.28888369 ,121.54893336 ,石門
大溪墘,40.00 ,,25.27484286 ,121.55116717 ,石門
豬槽潭,90.00 ,,25.26049361 ,121.55224367 ,石門
二十七號橋,8.00 ,,25.29761883 ,121.57694869 ,石門
阿里磅坑頭,147.00 ,,25.25708369 ,121.58690775 ,石門
尖鹿,100.00 ,,25.28003533 ,121.57873447 ,石門
茂林,140.00 ,,25.27156000 ,121.58880706 ,石門
頂草埔尾,189.00 ,,25.26612022 ,121.60140408 ,石門
明志路,20.00 ,,25.04649158 ,121.42662289 ,泰山
輔仁大學,20.00 ,,25.03244678 ,121.43366517 ,新莊
瓊林,20.00 ,,25.02211211 ,121.44033794 ,新莊
新莊,20.00 ,,25.03543703 ,121.44888117 ,新莊
黎明路,100.00 ,,24.94801636 ,121.50274133 ,新店
建安,110.00 ,,24.92865483 ,121.44577061 ,三峽
屈尺,105.00 ,,24.92366875 ,121.54931422 ,新店
廣興,75.00 ,,24.91328589 ,121.54282025 ,新店
小粗坑,50.00 ,,24.93715756 ,121.54282033 ,新店
雙溪口,75.00 ,,24.90933092 ,121.55219922 ,新店
龜窟崙,295.00 ,,24.90654244 ,121.68065467 ,坪林
金溪派出所,220.00 ,,24.91701961 ,121.68205894 ,坪林
翡翠水庫,160.00 ,,24.92793361 ,121.63404656 ,石碇
翡翠水庫,152.00 ,,24.89878725 ,121.61832569 ,石碇
翡翠水庫,160.00 ,,24.91086508 ,121.61742367 ,石碇
翡翠水庫,100.00 ,,24.90831989 ,121.59968075 ,石碇
碧山路,65.00 ,,24.90634108 ,121.57062825 ,石碇
萬年橋,50.00 ,,24.90437186 ,121.55623506 ,新店
大寮,85.00 ,,24.90241472 ,121.53473311 ,新店
紅河谷營地,195.00 ,,24.87769469 ,121.53080283 ,三峽
忠治公園,155.00 ,,24.88412983 ,121.54601514 ,烏來
加九寮溪,330.00 ,,24.87187364 ,121.51361275 ,三峽
平廣路,170.00 ,,24.88968017 ,121.51087397 ,新店
平廣溪,280.00 ,,24.88184808 ,121.49694328 ,新店
第二涼亭格,695.00 ,,24.86673250 ,121.49297181 ,三峽
火燒寮,310.00 ,,24.84582931 ,121.45218264 ,三峽
第一涼亭格,750.00 ,,24.85647258 ,121.48573744 ,三峽
霞雲坪,289.00 ,,24.80880478 ,121.35179889 ,復興
霞雲派出所,335.00 ,,24.81658664 ,121.38389928 ,復興
羅浮,312.00 ,,24.79178422 ,121.36622356 ,復興
溪內,260.00 ,,24.80462492 ,121.36555978 ,復興
拉號,412.00 ,,24.78059250 ,121.36039878 ,復興
高坡橋,472.00 ,,24.76567061 ,121.34906694 ,復興
夫婦山西峰西,447.00 ,,24.72302683 ,121.35624428 ,復興
榮華,420.00 ,,24.74165922 ,121.34607583 ,復興
太陽公園,20.00 ,,24.58684158 ,121.84689308 ,蘇澳
蘭陽隧道,34.00 ,,24.60058444 ,121.85604172 ,蘇澳
馬賽,15.00 ,,24.62152058 ,121.82785400 ,蘇澳
茄冬,70.00 ,,24.46735219 ,121.81568397 ,蘇澳
大彎,140.00 ,,24.47939111 ,121.81918231 ,蘇澳
南澳,25.00 ,,24.46341514 ,121.79608236 ,蘇澳 南澳
原生樹林園區,40.00 ,,24.47006378 ,121.79012361 ,南澳
南強里,20.00 ,,24.45700867 ,121.80713197 ,南澳
太和村,50.00 ,,24.62123522 ,121.76438428 ,冬山
寒溪國小,177.00 ,,24.60939278 ,121.68681986 ,宜蘭大同
寒溪,261.00 ,,24.59039642 ,121.67944714 ,宜蘭大同
永樂,36.00 ,,24.57728936 ,121.84619767 ,蘇澳
粗坑,67.00 ,,24.57483214 ,121.83185331 ,蘇澳
粉鳥林,82.00 ,,24.50903572 ,121.83735472 ,蘇澳
畚箕湖山西南,270.00 ,,24.58465106 ,121.80683389 ,蘇澳
武荖坑溪,76.00 ,,24.59839906 ,121.80695803 ,蘇澳
武荖坑風景區,40.00 ,,24.60955783 ,121.81370569 ,蘇澳
東澳,331.00 ,,24.53407253 ,121.86827422 ,蘇澳
東澳,20.00 ,,24.51955983 ,121.83217133 ,南澳
台泥石礦,884.00 ,,24.55154919 ,121.80165897 ,南澳
東岳冷泉,60.00 ,,24.52309331 ,121.81961928 ,南澳
楓樹山北,"1,210.00 ",,24.52658200 ,121.79026175 ,南澳
二坪,690.00 ,,24.53429694 ,120.97726489 ,南庄
八卦力,595.00 ,,24.52600989 ,120.96151253 ,南庄
上大湳,965.00 ,,24.52362028 ,120.97904019 ,南庄
白蘭,905.00 ,,24.58061139 ,121.09325417 ,五峰
鹿湖,855.00 ,,24.54098736 ,121.03893667 ,南庄
松本西,"1,190.00 ",,24.55937300 ,121.12261817 ,五峰
石鹿,"1,450.00 ",,24.56291906 ,121.14203403 ,五峰
竹林,520.00 ,,24.30740050 ,120.92428294 ,和平
雙崎,543.00 ,,24.29185847 ,120.90934481 ,和平
穿龍,760.00 ,,24.27438725 ,120.90588256 ,和平
大堀底,650.00 ,,24.27259328 ,120.87372461 ,台中東勢 和平
麻竹坑,510.00 ,,24.22263300 ,120.86106944 ,台中東勢
中坑,408.00 ,,24.23562319 ,120.85452678 ,台中東勢
出雲山,"1,044.96 ",,24.22756439 ,120.89858158 ,和平
天輪發電廠,570.00 ,,24.18505081 ,120.91965797 ,和平
慶福街,590.00 ,,24.18960044 ,120.86656828 ,台中東勢
和平,495.00 ,,24.16822975 ,120.86926686 ,和平
南勢村,548.00 ,,24.16889203 ,120.89726156 ,和平
稍來舊警所,"1,070.00 ",,24.20651803 ,120.90105003 ,和平
中冷,610.00 ,,24.16653786 ,120.94501283 ,和平
松鶴,657.00 ,,24.17559336 ,120.97807942 ,和平
谷關,700.00 ,,24.19854747 ,120.99997992 ,和平
大湖口,230.00 ,,24.20024517 ,120.75596719 ,北屯
光西橋,182.00 ,,24.18636278 ,120.74391344 ,北屯
情人谷,300.00 ,,24.22715461 ,120.75322642 ,豐原
瑞田,235.00 ,,23.80406486 ,120.79076969 ,鹿谷
線浸林道,630.00 ,,23.76573192 ,120.80180942 ,鹿谷
荀寮子,510.00 ,,23.78844467 ,120.82112425 ,鹿谷
草山巷,330.00 ,,23.78502589 ,120.88254583 ,水里
新山橋,400.00 ,,23.76275814 ,120.86468297 ,水里
上安,450.00 ,,23.72968381 ,120.85476117 ,水里
信義,480.00 ,,23.70509800 ,120.85340039 ,南投信義
鳳凰山鞍部,"1,630.00 ",,23.67970964 ,120.80952394 ,鹿谷
溪頭,915.00 ,,23.69170936 ,120.78786836 ,鹿谷
有水坑,730.00 ,,23.70847522 ,120.78119625 ,鹿谷
茅埔田仔,600.00 ,,23.68845789 ,120.84163092 ,南投信義
上坪,400.00 ,,24.04972269 ,120.87195994 ,國姓
葉厝,385.00 ,,24.05903664 ,120.87945428 ,國姓
水長流,390.00 ,,24.07058856 ,120.87938181 ,國姓
北梅,470.00 ,,24.05594717 ,120.91446397 ,國姓
埔頭,340.00 ,,24.05904814 ,120.90003131 ,國姓
梅島,410.00 ,,24.05619933 ,120.93089361 ,國姓
清流,625.00 ,,24.05967842 ,120.96593739 ,南投仁愛
眉原,545.00 ,,24.07216689 ,120.98481006 ,南投仁愛
頭汴,133.00 ,,24.12395244 ,120.75061947 ,太平
宏龍派出所,86.00 ,,24.10953017 ,120.72996628 ,太平
校前路,100.00 ,,24.08961025 ,120.73024281 ,大里
吉峰,76.00 ,,24.07601781 ,120.71448689 ,霧峰
甲寅村,72.00 ,,24.07137156 ,120.70514158 ,霧峰
外乾溪,90.00 ,,24.04157964 ,120.70711364 ,霧峰
舊正村,82.00 ,,24.02597664 ,120.69640028 ,霧峰
象鼻路,96.00 ,,24.01321442 ,120.69557936 ,霧峰
永豐巷,410.00 ,,24.11243761 ,120.88976128 ,新社
二櫃南,510.00 ,,24.12454747 ,120.88223094 ,新社
七斗山東,15.00 ,,25.14674231 ,121.80483406 ,基隆中正
八斗子,22.00 ,,25.13694172 ,121.80074619 ,基隆中正
八斗南,30.00 ,,25.13364142 ,121.79760461 ,基隆中正
深澳坑山北峰,156.00 ,,25.13027058 ,121.79147319 ,基隆信義
深澳坑交流道,62.00 ,,25.11935142 ,121.79875931 ,瑞芳
瑞芳交流道,56.00 ,,25.11268614 ,121.79753856 ,瑞芳
傑魚坑,55.00 ,,25.10772872 ,121.79379144 ,瑞芳
大寮,50.00 ,,25.10178331 ,121.78546981 ,瑞芳
國芳橋,40.00 ,,25.10115447 ,121.77994381 ,瑞芳
楓子瀨,38.00 ,,25.10350297 ,121.77515203 ,瑞芳
四腳亭,38.00 ,,25.10352575 ,121.76613261 ,瑞芳
大坑內,58.00 ,,25.11477694 ,121.76176100 ,基隆信義
月眉,15.00 ,,25.12367292 ,121.75724639 ,基隆信義
基隆市立體育館,20.00 ,,25.12921286 ,121.75636072 ,基隆信義
中正國中,75.00 ,,25.13544792 ,121.75338844 ,基隆中正
極樂寺,20.00 ,,25.13058411 ,121.74725839 ,基隆中正
南榮路,15.00 ,,25.12592369 ,121.74289708 ,基隆仁愛
獅球嶺隧道南口,58.00 ,,25.12177453 ,121.73190372 ,安樂
安樂國宅,50.00 ,,25.12880372 ,121.72108067 ,安樂
鶯歌石東北,30.00 ,,25.13531950 ,121.71918056 ,安樂
中平山,81.00 ,,25.14197258 ,121.72092731 ,基隆中山
德和里,35.00 ,,25.14648431 ,121.72641294 ,基隆中山
麗景山莊,50.00 ,,25.14765122 ,121.71968267 ,基隆中山
釣魚坑,50.00 ,,25.14627703 ,121.70872142 ,安樂
武訓街,50.00 ,,25.14976417 ,121.69860739 ,安樂
內寮,55.00 ,,25.15861175 ,121.69367133 ,安樂
瑪鎖山東,170.00 ,,25.16695989 ,121.69891625 ,萬里 安樂
外木山游泳池,5.00 ,,25.17278497 ,121.70849833 ,安樂
欽賢國中分部,3.00 ,,25.12109064 ,121.88723067 ,瑞芳
南子吝山東南峰,60.00 ,,25.11758842 ,121.88495239 ,瑞芳
石梯坑山,370.00 ,,25.10358783 ,121.88402275 ,瑞芳
富永礦坑,410.00 ,,25.09728489 ,121.88282456 ,貢寮
草山南峰,625.00 ,,25.08443744 ,121.87755078 ,雙溪
南草山西北,455.00 ,,25.07778911 ,121.87434947 ,雙溪
庚子寮山西南峰,310.00 ,,25.06715278 ,121.87076814 ,雙溪
石笋,110.00 ,,25.06393000 ,121.86355900 ,雙溪
圳仔頭,55.00 ,,25.05268514 ,121.85868975 ,雙溪
大竹林山,303.00 ,,25.04520919 ,121.84936731 ,雙溪
竹寮坑,100.00 ,,25.04106606 ,121.84129775 ,雙溪
后番子坑,40.00 ,,25.03294183 ,121.82920750 ,雙溪
平林山,210.00 ,,25.02905006 ,121.81710961 ,雙溪
紙坑,175.00 ,,25.02493989 ,121.80809653 ,雙溪
大坑山,450.00 ,,25.02387547 ,121.79284222 ,雙溪
大湖,385.00 ,,25.01690806 ,121.78126917 ,雙溪
灰窯橋,230.00 ,,25.02300994 ,121.76505611 ,平溪
嶺腳,205.00 ,,25.03056525 ,121.74789964 ,平溪
平溪村,250.00 ,,25.03425411 ,121.73166561 ,平溪
石底,290.00 ,,25.03867197 ,121.72686561 ,平溪
磐石嶺,490.00 ,,25.04065689 ,121.71406372 ,平溪
展望峰西南,510.00 ,,25.04197978 ,121.69632450 ,汐止 石碇 平溪
小坑頭,505.00 ,,25.04207992 ,121.68538956 ,汐止
茄苳腳山北,510.00 ,,25.04433783 ,121.67921428 ,汐止
猛狎坑,210.00 ,,25.05636414 ,121.67138089 ,汐止
福安街後山,36.00 ,,25.06361547 ,121.66509081 ,汐止
汐止消防隊,20.00 ,,25.06791389 ,121.65991483 ,汐止
水返腳,20.00 ,,25.06910561 ,121.65862314 ,汐止
汐止交流道,22.00 ,,25.07393775 ,121.65320303 ,汐止
汐萬路一段,20.00 ,,25.07978156 ,121.64919111 ,汐止
八連路一段,18.00 ,,25.08085161 ,121.64645994 ,汐止
鶯歌石埔,10.00 ,,25.08784267 ,121.64032108 ,汐止
八連,30.00 ,,25.09982356 ,121.62947758 ,汐止
八連路二段,78.00 ,,25.10921211 ,121.62266192 ,汐止
老爺山莊,195.00 ,,25.11653372 ,121.61698458 ,汐止
車坪寮崙,560.00 ,,25.12682575 ,121.61111472 ,汐止
風櫃嘴,595.00 ,,25.13787300 ,121.60312700 ,萬里
溪底,355.00 ,,25.14770078 ,121.60639575 ,萬里
富士坪,640.00 ,,25.16014986 ,121.60679444 ,萬里
鹿堀坪,560.00 ,,25.16695644 ,121.60691731 ,萬里
磺山溫泉北,440.00 ,,25.18878825 ,121.61307783 ,萬里
秀峰坪東北,350.00 ,,25.19792286 ,121.61491989 ,萬里
五湖村,130.00 ,,25.20790489 ,121.62217639 ,萬里
坑仔內,38.00 ,,25.21314142 ,121.62592247 ,金山
月眉福德堂,8.00 ,,25.21771894 ,121.62853483 ,金山
美田,19.00 ,,25.22539175 ,121.63337058 ,金山
崙子頂,18.00 ,,25.22673608 ,121.63630072 ,金山
足掛南山西,550.00 ,,24.46806119 ,121.67095281 ,南澳
舊金洋,825.00 ,,24.40248044 ,121.56752500 ,南澳
比亞毫社,940.00 ,,24.41694867 ,121.53801686 ,南澳
和平溪,55.00 ,,24.32925325 ,121.71719500 ,南澳
大濁水橋,30.00 ,,24.31968133 ,121.74146522 ,秀林
和中南,10.00 ,,24.26620928 ,121.74007431 ,秀林
和中,18.00 ,,24.27411183 ,121.74274089 ,秀林
和平,15.00 ,,24.28603242 ,121.74908356 ,秀林
崇德,18.00 ,,24.16526703 ,121.65320472 ,秀林
上崇德,50.00 ,,24.15520006 ,121.64963450 ,秀林
一一九號橋,30.00 ,,24.14964014 ,121.63771769 ,秀林
仙霞,115.00 ,,24.15962447 ,121.60600994 ,秀林
溪畔,250.00 ,,24.17480250 ,121.57238681 ,秀林
錦文橋,20.00 ,,24.15636036 ,121.62225239 ,秀林
富世,50.00 ,,24.14323347 ,121.63244006 ,秀林
興田,30.00 ,,24.13352914 ,121.63962689 ,秀林
三棧,25.00 ,,24.10139794 ,121.60840317 ,秀林
南部,10.00 ,,24.10999167 ,121.62684233 ,新城
新城,10.00 ,,24.11842114 ,121.64124719 ,新城
下梅園,890.00 ,,24.23965264 ,121.48604428 ,秀林
文山,560.00 ,,24.19781228 ,121.49193667 ,秀林
鶯橋,712.00 ,,24.19091644 ,121.47497911 ,秀林
萩扳山西,"1,245.00 ",,24.19266481 ,121.45756400 ,秀林
天祥,450.00 ,,24.18338314 ,121.49443167 ,秀林
上梅園,980.00 ,,24.25699500 ,121.49616158 ,秀林
焦土山西南,"1,405.00 ",,24.16729094 ,121.42155861 ,秀林
九梅,745.00 ,,24.22114397 ,121.48511258 ,秀林
景美國小,30.00 ,,24.08338078 ,121.60634303 ,秀林
佳民,38.00 ,,24.05579833 ,121.59624336 ,秀林
新生橋,20.00 ,,24.00774117 ,121.60495400 ,花蓮
豐川,20.00 ,,23.99280142 ,121.60527625 ,花蓮
銅門,152.00 ,,23.96516817 ,121.49471797 ,秀林
揚清,175.00 ,,23.97909297 ,121.47411550 ,秀林
嶺頂,20.00 ,,23.91884567 ,121.60590708 ,壽豐
大坑,10.00 ,,23.89509289 ,121.60390011 ,壽豐
港仔,10.00 ,,22.13477767 ,120.88692011 ,滿州
九棚,10.00 ,,22.11333819 ,120.87857350 ,滿州
下分水嶺,190.00 ,,22.10223864 ,120.84033936 ,滿州
檳榔,130.00 ,,22.08785100 ,120.82951842 ,滿州
長樂派出所,90.00 ,,22.07558289 ,120.82816425 ,滿州
九厝,78.00 ,,22.05911431 ,120.82513911 ,滿州
下滿州,35.00 ,,22.00939822 ,120.83081617 ,滿州
九龍山莊,38.00 ,,22.00974625 ,120.79624039 ,滿州
出火,40.00 ,,22.00714942 ,120.75715131 ,恆春
頂城仔,55.00 ,,22.04525206 ,120.74337814 ,恆春
南灣,10.00 ,,21.95913383 ,120.76692389 ,恆春
墾丁,8.00 ,,21.94479017 ,120.79977314 ,恆春
海濱,0.00 ,,25.12903508 ,121.83747400 ,瑞芳
新社頂,158.00 ,,25.08399956 ,121.82992003 ,瑞芳
梅山分駐所,164.00 ,,23.58158025 ,120.55893403 ,梅山
桶頭,234.00 ,,23.64739211 ,120.65565125 ,竹山
楓仔林,289.00 ,,23.63265756 ,120.65480664 ,竹山
樟湖,602.00 ,,23.61732039 ,120.64197656 ,古坑
苦苓腳,460.00 ,,23.60643942 ,120.60876625 ,古坑
芳埔嶺,"1,138.00 ",,23.57704053 ,120.61653425 ,梅山
龜仔頭,630.00 ,,23.58569628 ,120.60195503 ,古坑
十字關,782.00 ,,23.60503700 ,120.62919206 ,古坑
雲嘉隧道,582.00 ,,23.57101881 ,120.71868631 ,古坑
匪籠松山西北,"2,020.00 ",,23.57103031 ,120.80097550 ,阿里山
大塔山西峰,"2,570.00 ",,23.53601944 ,120.80398578 ,阿里山
三龍橋,670.00 ,,23.54440869 ,120.73462153 ,阿里山
太和,855.00 ,,23.53338706 ,120.72127067 ,梅山
社興橋,590.00 ,,23.55542003 ,120.72698169 ,梅山
社後坪北,600.00 ,,23.57019336 ,120.73273219 ,梅山
永光派出所,113.00 ,,23.62453122 ,120.55374394 ,古坑
早寮,190.00 ,,23.65565072 ,120.60131781 ,古坑
無尾坑,390.00 ,,23.28587506 ,120.50386553 ,東山
大埔橋,58.00 ,,23.26195333 ,120.44259658 ,東山
過溪,55.00 ,,23.27918069 ,120.42894083 ,東山
水雲村,160.00 ,,23.26836617 ,120.41833814 ,東山
田寮子,150.00 ,,23.24540428 ,120.47526653 ,東山
西口,95.00 ,,23.22841783 ,120.46079656 ,東山
水流東,110.00 ,,23.22921947 ,120.40623036 ,六甲
烏山頭水庫,90.00 ,,23.20678558 ,120.41917622 ,六甲
內埔坑,60.00 ,,23.15368236 ,120.42502372 ,大內
口林,60.00 ,,23.14005275 ,120.42075228 ,大內
新社,90.00 ,,23.11790994 ,120.41493772 ,大內
那拔派出所,48.00 ,,23.06812164 ,120.35103950 ,新化
光和村,27.00 ,,23.06764672 ,120.37913597 ,左鎮
鳳梨宅,68.00 ,,23.05451553 ,120.36422586 ,左鎮
蔡厝,60.00 ,,23.03921961 ,120.35858214 ,新化
糞枝湖東,110.00 ,,23.02721847 ,120.36984644 ,左鎮
樹王,80.00 ,,23.06564056 ,120.42350525 ,左鎮
睦光,65.00 ,,23.04893517 ,120.42214050 ,左鎮
內莊,55.00 ,,23.04086597 ,120.42354439 ,左鎮
西埔,50.00 ,,23.04696436 ,120.44658106 ,南化
鹽園仔山,139.00 ,,23.02436336 ,120.45657458 ,南化
山後,60.00 ,,23.03521081 ,120.45479022 ,南化
東和,105.00 ,,23.02869311 ,120.47373692 ,南化
南化,105.00 ,,23.04231603 ,120.47698367 ,南化
南頭,390.00 ,,23.04060850 ,120.50094219 ,南化
竹頭崎,58.00 ,,23.05446878 ,120.45212617 ,南化
頂埔,179.00 ,,23.30868836 ,120.46694347 ,白河
半崎仔,440.00 ,,23.32814464 ,120.49767678 ,白河
半天寮,455.00 ,,23.47276081 ,120.59432247 ,竹崎
湖尾,745.00 ,,23.47251594 ,120.62654461 ,番路
觸口,235.00 ,,23.43979661 ,120.60132439 ,番路
公田村,810.00 ,,23.43950008 ,120.64281947 ,番路
達娜伊谷北,680.00 ,,23.39720411 ,120.68509847 ,阿里山
明山橋,490.00 ,,23.40071661 ,120.58442714 ,中埔
山美派出所,510.00 ,,23.38367181 ,120.66836369 ,阿里山
東興,445.00 ,,23.36010833 ,120.54489861 ,中埔
土地公山,522.00 ,,23.35324317 ,120.52436397 ,中埔
八寶寮,290.00 ,,23.34442144 ,120.51271072 ,中埔
南寮,942.00 ,,23.34087344 ,120.55711353 ,大埔
鏡壁山北,185.00 ,,23.34185753 ,120.49545847 ,白河
泰山,382.00 ,,23.28044264 ,120.59259992 ,大埔
曾文水庫,232.00 ,,23.28299714 ,120.57503536 ,大埔
九恭崎腳,250.00 ,,23.29866131 ,120.63512953 ,大埔
外埤,260.00 ,,23.30674764 ,120.61782203 ,大埔
頂下埔,300.00 ,,23.30875031 ,120.60260708 ,大埔
茄苳腳,240.00 ,,23.29246442 ,120.58831794 ,大埔
曾文水庫,220.00 ,,23.26157803 ,120.55428064 ,大埔
頂湖,170.00 ,,23.20021564 ,120.48178603 ,楠西
外市仔,140.00 ,,23.17707167 ,120.51134592 ,楠西
竹仔圾,510.00 ,,23.17719214 ,120.55260211 ,楠西
曾文水庫,220.00 ,,23.25466175 ,120.55610772 ,大埔
密枝,150.00 ,,23.20217103 ,120.51499394 ,楠西
茶水站,325.00 ,,23.22656261 ,120.54399722 ,楠西 大埔
四維橋,285.00 ,,23.22499267 ,120.55492864 ,大埔
新開庄,92.00 ,,22.94813583 ,120.53286992 ,杉林
新寮山,150.00 ,,22.95691336 ,120.54460511 ,杉林
獅子山,410.00 ,,22.98090914 ,120.57150472 ,杉林
大坑,255.00 ,,22.98389483 ,120.57992386 ,杉林
北狗寮山,700.00 ,,22.96837150 ,120.62798719 ,六龜
狗寮山,554.00 ,,22.95977839 ,120.62614497 ,六龜
甲河,190.00 ,,22.95704483 ,120.59839989 ,美濃
石門,158.00 ,,22.95584106 ,120.61045311 ,美濃
竹頭山,535.00 ,,22.94416039 ,120.61639453 ,美濃
雙溪,122.00 ,,22.93308211 ,120.59248550 ,美濃
南狗寮山,500.00 ,,22.93768889 ,120.62196583 ,六龜
新威山,270.00 ,,22.91489439 ,120.62347972 ,六龜
九芎林山東能,240.00 ,,22.92024158 ,120.60206181 ,美濃
茅凹,74.00 ,,22.91735803 ,120.57946794 ,美濃
西勢坑山,255.00 ,,22.90435208 ,120.61100678 ,六龜
圓墩山,150.00 ,,22.87722786 ,120.60421111 ,六龜
大坑里,85.00 ,,22.89693328 ,120.57951686 ,美濃
大津,130.00 ,,22.86029317 ,120.64053394 ,高樹
青葉村,310.00 ,,22.84676217 ,120.64341719 ,三地門
尾寮山西峰,610.00 ,,22.86936997 ,120.65278228 ,三地門
龜丹,170.00 ,,23.14938311 ,120.51701914 ,楠西
鳳萊園,190.00 ,,23.13917136 ,120.51073133 ,楠西
龜丹溫泉南,198.00 ,,23.12619433 ,120.52855853 ,楠西
平頂,115.00 ,,23.13068003 ,120.51211819 ,楠西
鳳山寺,110.00 ,,23.07587953 ,120.51960483 ,南化
油礦七號橋,380.00 ,,23.11132389 ,120.61567483 ,甲仙
甲仙,257.00 ,,23.08301383 ,120.58945686 ,甲仙
八號橋,370.00 ,,23.15650400 ,120.64038981 ,甲仙
樣仔腳,370.00 ,,23.10381658 ,120.69415544 ,六龜
下直瀨橋,420.00 ,,23.06896086 ,120.65417547 ,六龜
寶來公路,288.00 ,,23.01237281 ,120.64471675 ,六龜
六龜神社,275.00 ,,22.99992589 ,120.63222064 ,六龜
楓山,392.00 ,,23.28489081 ,121.27949000 ,玉里
東寧,190.00 ,,23.24569081 ,121.29698183 ,富里
竹田派出所,200.00 ,,23.22026336 ,121.28223233 ,富里
公埔遺址,218.00 ,,23.18863806 ,121.26053267 ,富里
電光,310.00 ,,23.01107092 ,121.18124267 ,關山
振興,350.00 ,,23.05251947 ,121.20181925 ,池上
銅安山東,440.00 ,,23.03647483 ,121.21396286 ,池上
龜庵,30.00 ,,23.68964206 ,121.54760486 ,豐濱
南溪產業道路,320.00 ,,23.40924697 ,121.43826706 ,長濱
加路蘭,10.00 ,,23.71720075 ,121.54887939 ,豐濱
豐濱,10.00 ,,23.59836792 ,121.52226186 ,豐濱
芳寮,120.00 ,,23.74876547 ,121.55376092 ,壽豐
新莊,5.00 ,,23.64092861 ,121.53334842 ,豐濱
港口,10.00 ,,23.46902856 ,121.49785047 ,豐濱
秀姑巒溪,20.00 ,,23.48794281 ,121.45646775 ,瑞穗
秀姑巒溪,15.00 ,,23.47607486 ,121.46560814 ,瑞穗
秀姑漱玉,15.00 ,,23.47140922 ,121.48353567 ,豐濱
瑞良,75.00 ,,23.49055286 ,121.39826406 ,瑞穗
下德武,180.00 ,,23.48145408 ,121.40965000 ,玉里
三富橋,10.00 ,,23.44807058 ,121.49649369 ,豐濱
樟原,20.00 ,,23.42368272 ,121.48737533 ,長濱
南溪,180.00 ,,23.40958486 ,121.46915300 ,長濱
富光,7.00 ,,23.61844353 ,121.52912492 ,豐濱
南山,90.00 ,,23.40647058 ,121.45540333 ,長濱
南美山,244.00 ,,23.13726267 ,121.37813406 ,成功
橘子山北,135.00 ,,23.11805464 ,121.36449922 ,成功
橘子山,100.00 ,,23.10454875 ,121.36352242 ,成功
尚德村,442.00 ,,22.94117669 ,121.22940744 ,東河
都歷,18.00 ,,23.02527342 ,121.33039386 ,成功
利基利基,230.00 ,,22.80940669 ,121.15221044 ,卑南
富岡,15.00 ,,22.79081967 ,121.17903114 ,台東
加路蘭,43.00 ,,22.81066306 ,121.18812647 ,台東
湖底,206.00 ,,22.90455978 ,121.09976814 ,鹿野
青潭,35.00 ,,24.95357172 ,121.55394339 ,新店
員潭坑,200.00 ,,24.96225378 ,121.56978522 ,新店
樟山寺東,199.00 ,,24.97355064 ,121.58107606 ,文山
銀河洞步道口,170.00 ,,24.95962589 ,121.58041194 ,新店
貓空,268.50 ,,24.97009097 ,121.59601800 ,文山
猴山坑,130.50 ,,24.98778783 ,121.59691161 ,文山
大崙腳,95.00 ,,24.99191250 ,121.61136319 ,深坑
中研院,14.00 ,,25.04214247 ,121.61518347 ,南港
四分子,150.50 ,,25.02752981 ,121.61942542 ,南港
東勢坑,30.00 ,,25.04190031 ,121.62518650 ,汐止
十三分尾,275.00 ,,25.03937883 ,121.64401075 ,汐止
糞箕湖,206.00 ,,25.02728514 ,121.65722517 ,南港
康誥坑,78.00 ,,25.04845969 ,121.65915131 ,汐止
康誥坑溪,242.00 ,,25.03888750 ,121.66759578 ,汐止
木柵高工,19.50 ,,24.99560706 ,121.57190431 ,文山
萬芳交流道,39.00 ,,25.00263181 ,121.57898867 ,文山
動物園後山,116.00 ,,24.99716206 ,121.58548242 ,文山
倒照湖山西峰,215.00 ,,25.01412250 ,121.59090353 ,文山 南港
大坑山西峰,259.00 ,,25.01534403 ,121.60144122 ,南港 深坑
中坡,33.00 ,,25.04100019 ,121.59041356 ,南港
四分里山,181.50 ,,25.03269992 ,121.59873606 ,台北信義
濕水子,88.00 ,,25.02665833 ,121.60536808 ,南港
茅草埔山北峰,90.50 ,,25.04033019 ,121.60887692 ,南港
石門內尖山西,180.00 ,,24.93478467 ,121.43153044 ,三峽
十三天,70.00 ,,24.90806486 ,121.37495056 ,三峽
阿勢坑,70.00 ,,24.92056053 ,121.38441228 ,三峽
平林山,70.00 ,,24.93740042 ,121.41261492 ,三峽
下石頭溪,15.00 ,,24.95451928 ,121.40995131 ,樹林
蘇厝,47.00 ,,24.93384883 ,121.39063594 ,三峽
竹崙,100.00 ,,24.92459114 ,121.43799947 ,三峽
新安,95.00 ,,24.93279372 ,121.45567944 ,三峽
大埔,55.00 ,,24.90824411 ,121.36628156 ,三峽
月眉山,215.00 ,,25.12059886 ,121.77325578 ,瑞芳 基隆信義
蘇厝,70.00 ,,25.10452069 ,121.77054067 ,瑞芳
深溪山,85.00 ,,25.13132686 ,121.78119253 ,基隆信義
插角,235.00 ,,24.87424042 ,121.40370950 ,三峽
興福庄,49.50 ,,25.00455294 ,121.54690969 ,文山
湊合,245.00 ,,24.88479581 ,121.38084594 ,三峽
八分寮頂,202.00 ,,25.08355869 ,121.80386744 ,瑞芳
大坑埔山東峰,120.00 ,,25.10615500 ,121.76458900 ,瑞芳
深澳坑砲台山,205.00 ,,25.11722967 ,121.78226761 ,瑞芳
萬芳山,60.00 ,,25.00241978 ,121.55878900 ,文山
